,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
626,1881 NASH ST #1505,"Attached Master Bathroom, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Tub - Soaking, Vanities - Double, Washer / Dryer Hookup, Whirlpool Jets","Cooktop, Dishwasher, Disposal, Dryer, Dryer - Front Loading, Exhaust Fan, Icemaker, Microwave, Oven - Self Cleaning, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Washer - Front Loading",,No,2,1,1,1,ARLINGTON,2017-03-31,852500.0,2017-02-24,ARLINGTON,,,22,22,0,False,Central,False,"Electric, 60 or More Gallon Tank",,,Floor Plan-Open,,,1,2017-02-02,875000.0,875000.0,Excl. Right,-77.07336,AR9853774,875000.0,Condo,"Attendant, Basement Garage, Covered Parking",Residential,"Beautifully appointed  Turnberry Condo!  views of Gtwn & the Potomac River.  meticulously upgraded w/many luxury touches, Snadero Italian cabinets, built in wine bar, Sub Zero refrig,  Miele Dishwasher, Range &  Ovens, Stunning master suite w/ marble bathroom.  5 star amenities inclu 24-7 Complimentary Valet for residences & their guests, Full service fitness cnter w/ spa & indoor pool",All Days,NASH,1881.0,Contemporary,16-022-153,0,0,0,1322,,1,Hi-Rise 9+ Floors,2009,1569.0,22209
627,4309 36TH ST S,,,2016.0,Yes,2,2,0,2,ARLINGTON,2017-02-01,489900.0,2017-02-01,ARLINGTON,4048.92,Annually,0,0,0,False,"Central, Forced Air",False,Electric,366000.0,Annually,Floor Plan-Traditional,48000.0,Annually,3,2017-02-01,489900.0,489900.0,Excl. Right,-77.088945948,AR9852977,489900.0,Condo,Assigned,Residential,Sale in MLS for Comp Purposes,,36TH,4309.0,Colonial,30-015-921,414000,0,0,1500,4102.74,0,Townhouse,1940,1809.0,22206
628,4413 PERSHING CT,"Attached Master Bathroom, Countertop(s) - Granite, Master Bedroom - Full Bathroom, Wall to Wall Carpeting, Closet(s) - Walk-in, Attic - Access Only, Bathroom(s) - Ceramic Tile, Chair Railing, Crown Molding, Vanities - Double, Fireplace Equipment, Fireplace Glass Doors, Fireplace Mantel(s), High Efficiency Toilet(s), Closet - Master Bedroom Walk-in, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Exhaust Fan, Icemaker, Oven - Wall, Refrigerator, Cooktop - Down Draft, Dryer - Front Loading, ENERGY STAR Clothes Washer, ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Humidifier, Microwave, Washer - Front Loading, Washer / Dryer - Stacked",2016.0,No,4,2,2,3,ARLINGTON,2017-05-05,780000.0,2017-03-31,ARLINGTON,6866.54,Annually,44,44,2,False,"Forced Air, ENERGY STAR Heating System",True,Natural Gas,397100.0,Annually,Floor Plan-Traditional,305000.0,Annually,3,2017-02-16,787000.0,787000.0,Excl. Right,-77.10909000000001,AR9864379,800000.0,Fee Simple,"Garage, Paved Driveway",Residential,"**Call CSS to show, DO NOT schedule online** Beautiful TH w/ almost 3000 sf, renovated from top to bottom!  Many updates include HVAC system, Pella windows, HW floors & carpet, 3 remodeled bathrooms ~ the list goes on and on!  HUGE walk-in closet in mstr bdrm, and all bdrms have ceiling fans. 2 wood burning FPs  and great outdoor space.  Convenient to metro and downtown DC - hurry, won't last!","All Days, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",PERSHING,4413.0,Colonial,23-042-029,702100,0,1,2972,6957.78,1,Townhouse,1987,1378.0,22204
629,1201 GARFIELD ST N #812,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Elevator, Master Bedroom - Full Bathroom, Shades / Blinds, Vanities - Double, Wood Floors, Whirlpool Jets","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Range Hood, Refrigerator, Stove, Washer",2016.0,No,3,2,1,2,ARLINGTON,2017-04-14,1075000.0,2017-02-13,ARLINGTON,8640.63,Annually,4,4,1,False,Forced Air,False,Electric,822500.0,Annually,Floor Plan-Open,61000.0,Annually,1,2017-02-09,1075000.0,1075000.0,Excl. Right,-77.09375,AR9853302,1075000.0,Condo,Garage,Residential,"Unbelievable views to National Harbor around to Washington Monument to Georgetown from 3 sides of windows! All Rms upgraded/renovated 2016:New hrdwd flrs, Kit w/new Bar & wine Refrig, granite plus more, LR w/new 38"" Linear glass FP*NEW Full Baths totally reconfigured*Electric remote shades, Plantation shutters*2deeded Gar spaces&deeded Storage Rm*MUST see Docs for all.",All Days,GARFIELD,1201.0,Contemporary,18-014-239,883500,0,0,1524,8755.46,2,Hi-Rise 9+ Floors,2006,6812.0,22201
630,5116 22ND ST N,"Countertop(s) - Granite, Crown Molding, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Washer, Stove",2016.0,No,2,1,1,2,ARLINGTON,2017-05-22,625000.0,2017-04-23,ARLINGTON,5601.01,Annually,72,72,0,False,Forced Air,False,Natural Gas,112300.0,Annually,,460400.0,Annually,1,2017-02-01,636000.0,636000.0,Excl. Right,-77.13064,AR9853321,675000.0,Fee Simple,Concrete Driveway,Residential,"Back on the market. Great home  home in North Arlington 2 BR, 1.5 BA. Freshly painted, hardwood floors, granite counters, maple cabinets, newer appliances, fenced backyard with large deck. Great location close to shopping and major highways. Sold As Is. Priced to sale",,22ND,5116.0,Rambler,08-008-007,572700,0,1,0,5675.44,1,Detached,1932,1922.0,22207
631,3461 KEMPER RD,Attached Master Bathroom,,2016.0,No,3,2,1,2,ARLINGTON,2017-04-27,600000.0,2017-04-03,ARLINGTON,5921.79,Annually,47,47,1,False,Forced Air,True,Natural Gas,320500.0,Annually,,285000.0,Annually,4,2017-02-15,609500.0,609500.0,Excl. Agency,-77.08656849399999,AR9853411,614990.0,Fee Simple,Garage,Residential,"Premier Location in Shirlington Crest! Gorgeous Home Boasts Open Entertaining Area & Gourmet Kitchen w/ SS Appliances, Granite Countertops, Maple Cabinets, Double Ovens & Hardwood Throughout!  The 2nd Level Encompasses 2 Spacious Bedrooms & 2 Nicely Appointed Full Baths. Lastly, Owners Will Enjoy A Private Rooftop Terrace Retreat w/ Custom Floors. This move-in ready Arlington gem won't last long!",,KEMPER,3461.0,Traditional,31-033-311,605500,0,0,0,6000.48,1,Townhouse,2011,2315.0,22206
632,4510 34TH ST S #1229,"Attic - Stairs Pull Down, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer, Icemaker",2016.0,Yes,2,2,0,3,ARLINGTON,2017-05-01,612000.0,2017-02-08,ARLINGTON,4539.88,Annually,6,6,0,False,"Heat Pump(s), Forced Air",False,Electric,405600.0,Annually,Floor Plan-Open,58600.0,Annually,3,2017-02-02,589900.0,589900.0,Excl. Right,-77.090316152,AR9853539,589900.0,Condo,Assigned,Residential,Open Sun 1-3. Owners spent over $100K in renovations! 3 BR/2 BA Dominion in sought after Arbor courtyard location. Gorgeous open kitchen with high-end SS appliances. Beautiful hardwood floors. Bright lower level with drywall and recessed lights. Both bathrooms completely renovated! Energy efficient heatpump and replacement windows. New pull-down stairs to large attic -great storage. Slate Patio!,All Days,34TH,4510.0,Colonial,30-013-229,464200,0,0,1830,4600.2,1,Townhouse,1940,1915.0,22206
633,4408 36TH ST N,"Attached Master Bathroom, Automatic Garage Door Opener, Bedroom - Entry Level, Built-in Bookcases, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Elevator, Fireplace Gas Insert, Fireplace Glass Doors, Fireplace Screen, Master Bathroom - Separate Tub, Master Bathroom - Separate Shower, Master Bedroom - Full Bathroom, Tub - Soaking, Vanities - Double, Wainscoting, Wall to Wall Carpeting, Washer / Dryer Hookup, Water Closet(s), Wet Bar / Bar, Wood Floors","Dishwasher, Disposal, Extra Refrigerator / Freezer, Microwave, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Six Burner Stove, Water Heater",2016.0,Yes,7,6,1,6,ARLINGTON,2017-07-20,1975000.0,2017-06-16,ARLINGTON,7870.94,Annually,116,116,1,False,Forced Air,False,Natural Gas,129800.0,Annually,Floor Plan-Open,675000.0,Annually,3,2017-02-02,1999900.0,1999900.0,Excl. Right,-77.12569,AR9853783,2295000.0,Fee Simple,"Drvwy/Off Str, Covered Parking, Garage, Street, Garage Door Opener",Residential,"AGENTS:BACK ON MARKET!  CUSTOM CRAFTSMAN HOME BUILT BY ROMERO CUSTOM BUILDERS. SENTRILOCK LOCKBOX, VACANT, GO SHOW ANYTIME. PLEASE REMOVE SHOES OR WEAR SHOE COVERS. PLEASE CALL LISTING AGENT WITH ANY QUESTIONS!",All Days,36TH,4408.0,Craftsman,03-036-127,804800,0,1,6410,7975.56,1,Detached,2017,4514.0,22207
634,1050 TAYLOR ST #1-109,"Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Chair Railing, Drapes / Curtains, Bathroom(s) - Dual Entry, Elevator, Master Bedroom - Full Bathroom, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Dryer - Front Loading, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Stove, Washer, Washer - Front Loading, Washer / Dryer - Stacked",,No,1,1,0,1,ARLINGTON,2017-03-01,350000.0,2017-02-10,ARLINGTON,,,0,0,0,False,Forced Air,False,Natural Gas,,,Floor Plan-Open,,,1,2017-02-10,359000.0,359000.0,Excl. Right,-77.11310999999999,AR9860317,359000.0,Condo,Garage,Residential,"Rare opportunity! Nicely sized and maintained, this home with wood floors spacious kitchen with breakfast bar and upgraded bath has an 18ft x 11ft PRIVATE PATIO, Garage Space and Storage Unit!  2 Blocks from Ballston Metro. Walk to shops, mall, and dining and enjoy the convenience and amenities of Windsor Plaza.",All Days,TAYLOR,1050.0,Other,14-020-030,0,0,0,649,,1,Mid-Rise 5-8 Floors,1994,,22201
635,3323 KEMPER RD,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Chair Railing, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Gas Insert, Fireplace Glass Doors, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Tub - 2 or More Person, Tub - Soaking, Vanities - Separate, Vanities - Double, Wall to Wall Carpeting, Water Closet(s), Wood Floors, Automatic Garage Door Opener","Cooktop, Dishwasher, Disposal, Dryer - Front Loading, Icemaker, Microwave, Oven - Double, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator, Washer - Front Loading",2016.0,No,4,3,1,3,ARLINGTON,2017-04-05,805000.0,2017-03-06,ARLINGTON,7474.85,Annually,25,25,1,False,Forced Air,True,Natural Gas,479300.0,Annually,Floor Plan-Open,285000.0,Annually,3,2017-02-09,829900.0,829900.0,Excl. Right,-77.08556999999999,AR9858724,829900.0,Fee Simple,"Basement Garage, Garage",Residential,"Spacious open floor plan and hardwood flooring throughout main level. Dining room w/ chair railing & hand painted wall detail, family room w/ gas fp. Kitchen w/ SS appliances, large wood topped island, granite counters, & sliding glass door. Master offers 2 WICs & en-suite w/ oversized tub & separate shower. Top level access to roof deck/patio***$500 credit offered with settlement at KVS Title.",,KEMPER,3323.0,Traditional,31-033-261,764300,0,0,0,7574.18,1,Townhouse,2010,2371.0,22206
636,3711 MILITARY RD,"Attached Master Bathroom, Attic - Stairs Pull Down, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Bedroom - Entry Level, Fireplace Mantel(s), Countertop(s) - Granite, Closet - Master Bedroom Walk-in, Master Bedroom - Full Bathroom, Wood Floors","Dishwasher, Dryer, Disposal, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,3,3,0,4,ARLINGTON,2017-03-29,950000.0,2017-03-08,ARLINGTON,7894.42,Annually,28,28,2,False,Forced Air,False,Natural Gas,282800.0,Annually,,524400.0,Annually,2,2017-02-07,964500.0,964500.0,Excl. Right,-77.120649827,AR9857332,985000.0,Fee Simple,"Drvwy/Off Str, Garage",Residential,"For showings schedule online and wait for confirmation from sellers. Open Houses Sat 2-4 and Sunday 1-4. Feel free to send your clients. Gorgeous remodeled home resting on .37 acre private North Arlington lot. Inviting floor plan with large rec room & chef's kitchen. 2 wood burning fireplaces, gleaming hardwoods & high end tile. 3 fully renovated bathrooms.",All Days,MILITARY,3711.0,Bilevel,04-003-037,807200,0,1,3100,7999.32,3,Detached,1959,4831.0,22207
637,900 TAYLOR ST N #724,"Automatic Garage Door Opener, Bedroom - Entry Level, Drapes / Curtains, Elevator, Indoor Pool, Recycling Area - On Site, Shades / Blinds, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Intercom, Oven / Range - Electric, Range Hood, Refrigerator, Washer / Dryer - Stacked",2016.0,No,1,1,0,2,ARLINGTON,2017-06-21,87000.0,2017-06-01,ARLINGTON,942.79,Annually,116,263,0,False,"Forced Air, Central",False,Electric,65400.0,Annually,Floor Plan-Open,31000.0,Annually,1,2017-02-07,87000.0,87000.0,Excl. Right,-77.113419507,AR9856890,116000.0,Condo,"Basement Garage, Covered Parking, Garage, Handicap Parking, On-site Prk/Rent, Parking Fee, Under Home Parking, Underground, Garage Door Opener, Additional Storage Area",Residential,Please call listing agent for instructions to show - you must have appointment. Condo occupant must not be disturbed. Investor pricing.,All Days,TAYLOR,900.0,Colonial,14-051-084,96400,0,0,775,955.3,2,Hi-Rise 9+ Floors,1992,1864.0,22203
638,1312 S. QUINN ST,"Closet(s) - Walk-in, Crown Molding, Home Warranty, Vanities - Double","ENERGY STAR Dishwasher, ENERGY STAR Refrigerator, Microwave, Instant Hot Water, Oven / Range - Gas, Water Heater - High-Efficiency, Water Heater - Tankless",,No,4,3,1,3,ARLINGTON,2017-05-19,713870.0,2017-03-25,ARLINGTON,,,21,21,0,False,ENERGY STAR Heating System,True,"Instant Hot Water, Tankless Water Heater",,,Floor Plan-Open,,,3,2017-02-02,709900.0,709900.0,Excl. Agency,-77.0739,AR9854272,699900.0,Condo,"Garage, Garage Door Opener, Paved Driveway",Residential,"New construction TH delivering in May 2017. Located in the heart of Arlington, moments from dining & exciting retail of Clarendon w/easy access to DC. Home features 3 finished levels w/an exterior balcony, 3 beds/3.5 baths w/graged prkng & additional driveway. Interior finishes include Wide Plank HW flooring, Quartz Cntrtops, Maple Cbinets, Energy * Rated appliances w/gas cooking & a10 Yr Warranty",All Days,S. QUINN,1312.0,Craftsman,0.00,0,0,0,2250,,1,Townhouse,2017,,22204
639,3097 ABINGDON ST,"Attic - Stairs Pull Down, Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Shades / Blinds, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Electric, Refrigerator, Washer, Water Heater",2016.0,Yes,2,2,0,2,ARLINGTON,2017-03-14,449900.0,2017-02-14,ARLINGTON,3930.58,Annually,6,6,0,False,Heat Pump(s),False,Electric,357600.0,Annually,Floor Plan-Traditional,44300.0,Annually,3,2017-02-09,449900.0,449900.0,Excl. Agency,-77.09555999999999,AR9858575,449900.0,Condo,Street,Residential,"Renovated Clarendon with designer finishes in Fairlington. Renovated kitchen with white cabinets, granite counters, modern hardware, industrial lighting & the most perfect gray subway tile. Updates: newer HVAC & windows, beautiful kitchen & baths, recessed lighting, brand new carpet in lower level & refinished hardwood floors. 1/2 mile to Shirlington. Easy access to bus stop, pool, tennis & school",All Days,ABINGDON,3097.0,Colonial,29-013-950,401900,0,1,1383,3982.82,1,Townhouse,1944,1613.0,22206
640,4089 FOUR MILE RUN DR S #403,"Bathroom(s) - Ceramic Tile, Closet(s) - Walk-in, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Microwave, Oven / Range - Gas, Refrigerator, Washer / Dryer - Stacked, Water Heater",2016.0,No,2,2,0,2,ARLINGTON,2017-04-27,402500.0,2017-03-19,ARLINGTON,3628.38,Annually,24,24,0,False,Forced Air,False,Natural Gas,325600.0,Annually,Floor Plan-Open,45400.0,Annually,1,2017-02-23,405000.0,405000.0,Excl. Right,-77.096730244,AR9870346,410000.0,Condo,Assigned,Residential,"Super-Easy to show. Schedule online. Please give 30 minutes notice, if not more. Lockbox on rail to left of entry door; vestibule door marked. Call or text listing agent with any questions. Reserved parking space is just in front of the pool.  See documents for disclosures.",,FOUR MILE RUN,4089.0,Contemporary,27-007-445,371000,0,1,1135,3676.6,1,Garden 1-4 Floors,1966,5634.0,22204
641,2522A ARLINGTON MILL DR #1,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Chair Railing, Fireplace Glass Doors, Fireplace Mantel(s), Fireplace Screen, Master Bedroom - Full Bathroom, Recycling Area - On Site, Wall to Wall Carpeting, Wood Floors","Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Electric, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,4,3,1,3,ARLINGTON,2017-03-10,585000.0,2017-02-09,ARLINGTON,5098.31,Annually,6,6,1,False,"Central, Forced Air, Heat Pump(s)",False,Electric,458600.0,Annually,Floor Plan-Open,62700.0,Annually,3,2017-02-03,595000.0,595000.0,Excl. Right,-77.095778619,AR9855249,595000.0,Condo,Gen Comm Elem,Residential,"Imagine living in a quiet complex tucked away on the bike path yet a short stroll to Shirlington Village restaurants, theatres, library, grocery and shops. You could easily live here without a car! This largest model in Windgate with 3 bedrooms and 3.5 baths features new carpet upstairs and down and hardwood floors on the main level.  Fresh paint everywhere. First open Sun 2/5 1 to 4 pm",All Days,ARLINGTON MILL,2522.0,Colonial,29-003-646,521300,0,0,2352,5166.06,1,Townhouse,1982,3342.0,22206
642,5649 8TH RD N,"Bedroom - Entry Level, Fireplace Mantel(s), Wall to Wall Carpeting, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator, Washer",2016.0,Yes,2,2,0,3,ARLINGTON,2017-04-17,680000.0,2017-02-17,ARLINGTON,5557.0,Annually,14,14,1,False,Forced Air,False,"60 or More Gallon Tank, Natural Gas",83100.0,Annually,,485100.0,Annually,3,2017-02-03,680000.0,680000.0,Excl. Agency,-77.13006,AR9855007,680000.0,Fee Simple,"Drvwy/Off Str, Street",Residential,"Location:1 mile from Ballston Metro, 7 miles to DC, steps from public transportation & bike share, large lot, parks, bike trails, great schools. House: Brick, classic Cape Cod, walkout finished basement, fenced yard, giant deck, driveway, patio, play-fort. Home: 1,172 sq ft + 800 sq ft finished basement, 3 BDRM + study, 2 FBA, FP, 7,882 sq ft lot. To show/questions call Owner 703 627-6634",,8TH,5649.0,Cape Cod,13-040-011,568200,0,0,1972,5630.84,1,Detached,1948,1025.0,22205
643,900 TAYLOR ST #1104,"Countertop(s) - Corian, Drapes / Curtains, Wall to Wall Carpeting",,2016.0,No,1,1,0,1,ARLINGTON,2017-04-06,99000.0,2017-03-13,ARLINGTON,629.83,Annually,39,39,0,False,Central,False,Electric,36600.0,Annually,Floor Plan-Open,27800.0,Annually,1,2017-02-03,119000.0,119000.0,Excl. Right,-77.113317583,AR9855336,119000.0,Condo,"Parking Fee, Underground",Residential,"Please notice this is a Retirement Community. Agents, your client~s first visit must be accompanied by The Jefferson Sales Office. I will help you sell The Jefferson and would love to work with you! Amenities fee is $2,552 + 975 for the second person is not optional. Parking, if they have a car, is reserved in the garage and $75/mo.",,TAYLOR,900.0,Traditional,14-051-150,64400,0,0,696,638.18,2,Hi-Rise 9+ Floors,1992,1871.0,22203
644,900 TAYLOR ST #1106,,"Dishwasher, Disposal, Exhaust Fan, Microwave, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked",2016.0,No,1,1,0,1,ARLINGTON,2017-04-06,125000.0,2017-03-13,ARLINGTON,899.76,Annually,39,39,0,False,Central,False,Electric,62900.0,Annually,Floor Plan-Open,29100.0,Annually,1,2017-02-03,125000.0,125000.0,Excl. Right,-77.11333367600001,AR9855361,125000.0,Condo,"Parking Fee, Underground",Residential,"Please notice this is a Retirement Community. Agents, your client~s first visit must be accompanied by The Jefferson Sales Office. I will help you sell The Jefferson and would love to work with you! Amenities fee is $2,888 + 975 for the second person is not optional. Parking, if they have a car, is reserved in the garage and $75/mo.",,TAYLOR,900.0,Traditional,14-051-152,92000,0,0,727,911.72,2,Hi-Rise 9+ Floors,1992,1871.0,22203
645,2923E WOODSTOCK ST #5,,,2016.0,No,2,2,0,2,ARLINGTON,2017-03-17,382000.0,2017-02-11,ARLINGTON,3174.59,Annually,8,8,1,False,Forced Air,False,Electric,281500.0,Annually,Floor Plan-Traditional,43100.0,Annually,1,2017-02-04,389900.0,389900.0,Excl. Right,-77.09539000000001,AR9855428,389900.0,Condo,"Assigned, Permit Required",Residential,"A COMPLETE MAKE OVER WAS DONE ; YOU NOW HAVE ALL HARDWOOD FLOORING . KITCHEN HAS BRAND APPLIANCES, AND GRANITE COUNTERS. NEW WASHER AND DRYER. BATHROOMS HAVE FURNITURE GRADE CABINETS AND GLAMOROUS TILE FLOORS. FRESH PAINT. CUSTOM BLINDS. CLOSE TO SHIRLINGTON AND WONDERFUL ARLINGTON PARKS INCLUDING DOG PARK. GREAT SCHOOLS. SELLER IS A LICENSED REAL ESTATE AGENT IN VA",All Days,WOODSTOCK,2923.0,Traditional,29-003-093,324600,0,0,1078,3216.76,1,Garden 1-4 Floors,1981,,22206
